,country,sector,year,1K_tonne_oil_equivalent
1791,Finland,industry sector,2018,"11,136.302"
1792,Sweden,industry sector,2018,"11,013.378"
1793,Iceland,industry sector,2018,"1,401.396"
1794,Norway,industry sector,2018,"6,148.582"
1795,United Kingdom,industry sector,2018,"21,689.348"
1796,Montenegro,industry sector,2018,135.524
1797,North Macedonia,industry sector,2018,412.660
1798,Albania,industry sector,2018,442.280
1799,Serbia,industry sector,2018,"2,397.904"
1800,Turkey,industry sector,2018,"32,331.058"
1801,Bosnia and Herzegovina,industry sector,2018,863.498
1802,Kosovo (under United Nations Security Council Resolution 1244/99),industry sector,2018,281.795
1803,Moldova,industry sector,2018,248.859
1804,Ukraine,industry sector,2018,"16,416.222"
1805,Georgia,industry sector,2018,783.660
1806,European Union - 27 countries (from 2020),transport sector,2018,"286,569.684"
1807,European Union - 28 countries (2013-2020),transport sector,2018,"328,329.434"
1808,Euro area - 19 countries  (from 2015),transport sector,2018,"229,462.552"
1809,Belgium,transport sector,2018,"8,900.759"
1810,Bulgaria,transport sector,2018,"3,372.191"
1811,Czechia,transport sector,2018,"6,659.891"
1812,Denmark,transport sector,2018,"4,358.426"
1813,Germany (until 1990 former territory of the FRG),transport sector,2018,"55,596.889"
1814,Estonia,transport sector,2018,831.794
1815,Ireland,transport sector,2018,"4,104.928"
1816,Greece,transport sector,2018,"5,897.204"
1817,Spain,transport sector,2018,"32,531.032"
1818,France,transport sector,2018,"45,217.743"
1819,Croatia,transport sector,2018,"2,146.863"
1820,Italy,transport sector,2018,"35,579.484"
1821,Cyprus,transport sector,2018,684.771
1822,Latvia,transport sector,2018,"1,108.725"
1823,Lithuania,transport sector,2018,"2,081.494"
1824,Luxembourg,transport sector,2018,"2,102.132"
1825,Hungary,transport sector,2018,"4,789.186"
1826,Malta,transport sector,2018,231.472
1827,Netherlands,transport sector,2018,"10,962.219"
1828,Austria,transport sector,2018,"8,823.631"
1829,Poland,transport sector,2018,"22,349.398"
1830,Portugal,transport sector,2018,"5,847.575"
1831,Romania,transport sector,2018,"6,303.748"
1832,Slovenia,transport sector,2018,"1,974.630"
1833,Slovakia,transport sector,2018,"2,744.051"
1834,Finland,transport sector,2018,"4,242.019"
1835,Sweden,transport sector,2018,"7,127.429"
1836,Iceland,transport sector,2018,369.539
1837,Norway,transport sector,2018,"4,622.650"
1838,United Kingdom,transport sector,2018,"41,759.750"
1839,Montenegro,transport sector,2018,252.719
1840,North Macedonia,transport sector,2018,705.468
1841,Albania,transport sector,2018,832.167
1842,Serbia,transport sector,2018,"2,136.951"
1843,Turkey,transport sector,2018,"28,607.306"
1844,Bosnia and Herzegovina,transport sector,2018,"1,238.269"
1845,Kosovo (under United Nations Security Council Resolution 1244/99),transport sector,2018,429.875
1846,Moldova,transport sector,2018,700.196
1847,Ukraine,transport sector,2018,"9,417.827"
1848,Georgia,transport sector,2018,"1,352.728"
1849,European Union - 27 countries (from 2020),commercial and public services,2018,"132,477.518"
1850,European Union - 28 countries (2013-2020),commercial and public services,2018,"150,699.917"
1851,Euro area - 19 countries  (from 2015),commercial and public services,2018,"109,187.209"
1852,Belgium,commercial and public services,2018,"4,595.949"
1853,Bulgaria,commercial and public services,2018,"1,231.218"
1854,Czechia,commercial and public services,2018,"3,127.767"
1855,Denmark,commercial and public services,2018,"1,974.645"
1856,Germany (until 1990 former territory of the FRG),commercial and public services,2018,"29,043.205"
1857,Estonia,commercial and public services,2018,490.269
1858,Ireland,commercial and public services,2018,"1,722.762"
1859,Greece,commercial and public services,2018,"2,093.373"
1860,Spain,commercial and public services,2018,"11,185.831"
1861,France,commercial and public services,2018,"22,188.393"
1862,Croatia,commercial and public services,2018,832.507
1863,Italy,commercial and public services,2018,"19,002.194"
1864,Cyprus,commercial and public services,2018,270.142
1865,Latvia,commercial and public services,2018,592.045
1866,Lithuania,commercial and public services,2018,651.177
1867,Luxembourg,commercial and public services,2018,478.365
1868,Hungary,commercial and public services,2018,"2,098.672"
1869,Malta,commercial and public services,2018,125.509
1870,Netherlands,commercial and public services,2018,"6,920.461"
1871,Austria,commercial and public services,2018,"2,579.683"
1872,Poland,commercial and public services,2018,"7,928.522"
1873,Portugal,commercial and public services,2018,"2,380.554"
1874,Romania,commercial and public services,2018,"1,976.150"
1875,Slovenia,commercial and public services,2018,474.564
1876,Slovakia,commercial and public services,2018,"1,314.726"
1877,Finland,commercial and public services,2018,"3,078.007"
1878,Sweden,commercial and public services,2018,"4,120.828"
1879,Iceland,commercial and public services,2018,511.896
1880,Norway,commercial and public services,2018,"3,235.186"
1881,United Kingdom,commercial and public services,2018,"18,222.399"
1882,Montenegro,commercial and public services,2018,87.810
1883,North Macedonia,commercial and public services,2018,210.273
1884,Albania,commercial and public services,2018,215.274
1885,Serbia,commercial and public services,2018,891.441
1886,Turkey,commercial and public services,2018,"12,545.670"
1887,Bosnia and Herzegovina,commercial and public services,2018,348.522
1888,Kosovo (under United Nations Security Council Resolution 1244/99),commercial and public services,2018,154.605
1889,Moldova,commercial and public services,2018,273.302
1890,Ukraine,commercial and public services,2018,"4,720.627"
1891,Georgia,commercial and public services,2018,514.751
1892,European Union - 27 countries (from 2020),households,2018,"246,897.188"
1893,European Union - 28 countries (2013-2020),households,2018,"285,204.756"
1894,Euro area - 19 countries  (from 2015),households,2018,"190,337.579"
1895,Belgium,households,2018,"8,118.234"
1896,Bulgaria,households,2018,"2,229.673"
1897,Czechia,households,2018,"7,042.708"
1898,Denmark,households,2018,"4,444.030"
1899,Germany (until 1990 former territory of the FRG),households,2018,"55,843.736"
1900,Estonia,households,2018,941.030
1901,Ireland,households,2018,"3,021.176"
1902,Greece,households,2018,"3,914.348"
1903,Spain,households,2018,"15,007.541"
1904,France,households,2018,"40,013.171"
1905,Croatia,households,2018,"2,298.942"
1906,Italy,households,2018,"31,905.559"
1907,Cyprus,households,2018,337.179
1908,Latvia,households,2018,"1,231.009"
1909,Lithuania,households,2018,"1,511.606"
1910,Luxembourg,households,2018,499.670
1911,Hungary,households,2018,"5,818.115"
1912,Malta,households,2018,93.195
1913,Netherlands,households,2018,"9,646.453"
1914,Austria,households,2018,"6,542.766"
1915,Poland,households,2018,"19,460.721"
1916,Portugal,households,2018,"2,877.758"
1917,Romania,households,2018,"7,775.080"
1918,Slovenia,households,2018,"1,084.519"
1919,Slovakia,households,2018,"2,057.519"
1920,Finland,households,2018,"5,691.110"
1921,Sweden,households,2018,"7,490.340"
1922,Iceland,households,2018,505.489
1923,Norway,households,2018,"4,582.960"
1924,United Kingdom,households,2018,"38,307.568"
1925,Montenegro,households,2018,248.017
1926,North Macedonia,households,2018,483.576
1927,Albania,households,2018,510.484
1928,Serbia,households,2018,"2,838.427"
1929,Turkey,households,2018,"20,557.145"
1930,Bosnia and Herzegovina,households,2018,"1,719.424"
1931,Kosovo (under United Nations Security Council Resolution 1244/99),households,2018,573.404
1932,Moldova,households,2018,"1,356.862"
1933,Ukraine,households,2018,"15,986.088"
1934,Georgia,households,2018,"1,227.303"
1935,European Union - 27 countries (from 2020),total,2019,"935,495.041"
1936,European Union - 28 countries (2013-2020),total,2019,"1,056,909.524"
1937,Euro area - 19 countries  (from 2015),total,2019,"739,073.170"
1938,Belgium,total,2019,"32,552.959"
1939,Bulgaria,total,2019,"9,698.691"
1940,Czechia,total,2019,"24,263.896"
1941,Denmark,total,2019,"13,601.398"
1942,Germany (until 1990 former territory of the FRG),total,2019,"200,601.163"
1943,Estonia,total,2019,"2,827.344"
1944,Ireland,total,2019,"11,296.601"
1945,Greece,total,2019,"15,401.918"
1946,Spain,total,2019,"81,512.914"
1947,France,total,2019,"139,375.776"
1948,Croatia,total,2019,"6,726.306"
1949,Italy,total,2019,"113,119.475"
1950,Cyprus,total,2019,"1,627.577"
1951,Latvia,total,2019,"3,928.131"
1952,Lithuania,total,2019,"5,457.728"
1953,Luxembourg,total,2019,"3,786.785"
1954,Hungary,total,2019,"17,972.436"
1955,Malta,total,2019,547.539
1956,Netherlands,total,2019,"44,682.656"
1957,Austria,total,2019,"26,215.786"
1958,Poland,total,2019,"69,135.018"
1959,Portugal,total,2019,"16,354.725"
1960,Romania,total,2019,"23,712.653"
1961,Slovenia,total,2019,"4,861.315"
1962,Slovakia,total,2019,"10,248.401"
1963,Finland,total,2019,"24,674.377"
1964,Sweden,total,2019,"31,311.473"
1965,Iceland,total,2019,"2,934.494"
1966,Norway,total,2019,"18,907.301"
1967,United Kingdom,total,2019,"121,414.483"
1968,Montenegro,total,2019,760.625
1969,North Macedonia,total,2019,"1,922.081"
1970,Albania,total,2019,"2,053.036"
1971,Serbia,total,2019,"8,361.004"
1972,Turkey,total,2019,"99,100.143"
1973,Bosnia and Herzegovina,total,2019,"4,192.651"
1974,Kosovo (under United Nations Security Council Resolution 1244/99),total,2019,"1,515.131"
1975,Moldova,total,2019,"2,581.574"
1976,Ukraine,total,2019,"46,886.431"
1977,Georgia,total,2019,"4,176.386"
1978,European Union - 27 countries (from 2020),industry sector,2019,"239,047.827"
1979,European Union - 28 countries (2013-2020),industry sector,2019,"260,166.623"
1980,Euro area - 19 countries  (from 2015),industry sector,2019,"187,768.350"
1981,Belgium,industry sector,2019,"10,323.430"
1982,Bulgaria,industry sector,2019,"2,672.866"
1983,Czechia,industry sector,2019,"6,612.792"
1984,Denmark,industry sector,2019,"2,277.277"
1985,Germany (until 1990 former territory of the FRG),industry sector,2019,"55,710.028"
1986,Estonia,industry sector,2019,463.319
1987,Ireland,industry sector,2019,"2,291.696"
1988,Greece,industry sector,2019,"2,587.607"
1989,Spain,industry sector,2019,"19,969.293"
1990,France,industry sector,2019,"27,515.036"
1991,Croatia,industry sector,2019,"1,172.355"
1992,Italy,industry sector,2019,"24,928.486"
1993,Cyprus,industry sector,2019,228.808
1994,Latvia,industry sector,2019,852.629
1995,Lithuania,industry sector,2019,"1,111.470"
1996,Luxembourg,industry sector,2019,617.805
1997,Hungary,industry sector,2019,"4,456.760"
1998,Malta,industry sector,2019,54.622
1999,Netherlands,industry sector,2019,"13,369.181"
2000,Austria,industry sector,2019,"7,433.209"
2001,Poland,industry sector,2019,"16,533.997"
2002,Portugal,industry sector,2019,"4,618.128"
2003,Romania,industry sector,2019,"6,661.063"
2004,Slovenia,industry sector,2019,"1,321.935"
2005,Slovakia,industry sector,2019,"3,463.680"
2006,Finland,industry sector,2019,"10,907.988"
2007,Sweden,industry sector,2019,"10,892.367"
2008,Iceland,industry sector,2019,"1,315.423"
2009,Norway,industry sector,2019,"6,170.379"
2010,United Kingdom,industry sector,2019,"21,118.796"
2011,Montenegro,industry sector,2019,137.222
2012,North Macedonia,industry sector,2019,452.212
2013,Albania,industry sector,2019,366.407
2014,Serbia,industry sector,2019,"2,183.785"
2015,Turkey,industry sector,2019,"30,491.713"
2016,Bosnia and Herzegovina,industry sector,2019,737.688
2017,Kosovo (under United Nations Security Council Resolution 1244/99),industry sector,2019,299.970
2018,Moldova,industry sector,2019,231.631
2019,Ukraine,industry sector,2019,"16,126.577"
2020,Georgia,industry sector,2019,732.273
2021,European Union - 27 countries (from 2020),transport sector,2019,"289,406.868"
2022,European Union - 28 countries (2013-2020),transport sector,2019,"330,870.066"
2023,Euro area - 19 countries  (from 2015),transport sector,2019,"231,253.827"
2024,Belgium,transport sector,2019,"8,840.678"
2025,Bulgaria,transport sector,2019,"3,409.691"
2026,Czechia,transport sector,2019,"6,777.650"
2027,Denmark,transport sector,2019,"4,293.068"
2028,Germany (until 1990 former territory of the FRG),transport sector,2019,"56,351.359"
2029,Estonia,transport sector,2019,831.982
2030,Ireland,transport sector,2019,"4,116.950"
2031,Greece,transport sector,2019,"6,046.004"
2032,Spain,transport sector,2019,"32,940.439"
2033,France,transport sector,2019,"45,208.342"
2034,Croatia,transport sector,2019,"2,235.149"
2035,Italy,transport sector,2019,"35,861.202"
2036,Cyprus,transport sector,2019,693.025
2037,Latvia,transport sector,2019,"1,102.293"
2038,Lithuania,transport sector,2019,"2,150.671"
2039,Luxembourg,transport sector,2019,"2,153.911"
2040,Hungary,transport sector,2019,"5,067.508"
2041,Malta,transport sector,2019,252.313
2042,Netherlands,transport sector,2019,"10,932.869"
2043,Austria,transport sector,2019,"8,894.881"
2044,Poland,transport sector,2019,"22,782.296"
2045,Portugal,transport sector,2019,"5,982.658"
2046,Romania,transport sector,2019,"6,571.907"
2047,Slovenia,transport sector,2019,"1,926.584"
2048,Slovakia,transport sector,2019,"2,789.729"
2049,Finland,transport sector,2019,"4,177.937"
2050,Sweden,transport sector,2019,"7,015.772"
2051,Iceland,transport sector,2019,360.095
2052,Norway,transport sector,2019,"4,456.819"
2053,United Kingdom,transport sector,2019,"41,463.198"
2054,Montenegro,transport sector,2019,265.685
2055,North Macedonia,transport sector,2019,759.772
2056,Albania,transport sector,2019,834.858
2057,Serbia,transport sector,2019,"2,306.862"
2058,Turkey,transport sector,2019,"28,388.778"
2059,Bosnia and Herzegovina,transport sector,2019,"1,322.151"
2060,Kosovo (under United Nations Security Council Resolution 1244/99),transport sector,2019,428.184
2061,Moldova,transport sector,2019,717.605
2062,Ukraine,transport sector,2019,"10,029.097"
2063,Georgia,transport sector,2019,"1,404.052"
2064,European Union - 27 countries (from 2020),commercial and public services,2019,"128,538.010"
2065,European Union - 28 countries (2013-2020),commercial and public services,2019,"146,622.593"
2066,Euro area - 19 countries  (from 2015),commercial and public services,2019,"105,451.175"
2067,Belgium,commercial and public services,2019,"4,555.535"
2068,Bulgaria,commercial and public services,2019,"1,268.004"
2069,Czechia,commercial and public services,2019,"3,191.904"
2070,Denmark,commercial and public services,2019,"1,939.037"
2071,Germany (until 1990 former territory of the FRG),commercial and public services,2019,"27,157.428"
2072,Estonia,commercial and public services,2019,467.033
2073,Ireland,commercial and public services,2019,"1,760.705"
2074,Greece,commercial and public services,2019,"2,135.469"
2075,Spain,commercial and public services,2019,"10,660.882"
2076,France,commercial and public services,2019,"21,791.667"
2077,Croatia,commercial and public services,2019,835.404
2078,Italy,commercial and public services,2019,"18,192.300"
2079,Cyprus,commercial and public services,2019,281.483
2080,Latvia,commercial and public services,2019,568.969
2081,Lithuania,commercial and public services,2019,626.707
2082,Luxembourg,commercial and public services,2019,530.948
2083,Hungary,commercial and public services,2019,"2,057.555"
2084,Malta,commercial and public services,2019,130.130
2085,Netherlands,commercial and public services,2019,"6,875.000"
2086,Austria,commercial and public services,2019,"2,668.425"
2087,Poland,commercial and public services,2019,"7,807.998"
2088,Portugal,commercial and public services,2019,"2,359.195"
2089,Romania,commercial and public services,2019,"1,962.137"
2090,Slovenia,commercial and public services,2019,450.774
2091,Slovakia,commercial and public services,2019,"1,222.219"
2092,Finland,commercial and public services,2019,"3,016.306"
2093,Sweden,commercial and public services,2019,"4,024.796"
2094,Iceland,commercial and public services,2019,529.921
2095,Norway,commercial and public services,2019,"3,256.891"
2096,United Kingdom,commercial and public services,2019,"18,084.583"
2097,Montenegro,commercial and public services,2019,108.855
2098,North Macedonia,commercial and public services,2019,212.137
2099,Albania,commercial and public services,2019,228.317
2100,Serbia,commercial and public services,2019,863.530
2101,Turkey,commercial and public services,2019,"13,968.181"
2102,Bosnia and Herzegovina,commercial and public services,2019,407.073
2103,Kosovo (under United Nations Security Council Resolution 1244/99),commercial and public services,2019,163.882
2104,Moldova,commercial and public services,2019,263.068
2105,Ukraine,commercial and public services,2019,"4,832.831"
2106,Georgia,commercial and public services,2019,535.532
2107,European Union - 27 countries (from 2020),households,2019,"245,855.834"
2108,European Union - 28 countries (2013-2020),households,2019,"283,990.818"
2109,Euro area - 19 countries  (from 2015),households,2019,"191,090.487"
2110,Belgium,households,2019,"7,899.465"
2111,Bulgaria,households,2019,"2,159.861"
2112,Czechia,households,2019,"7,006.728"
2113,Denmark,households,2019,"4,369.619"
2114,Germany (until 1990 former territory of the FRG),households,2019,"57,734.681"
2115,Estonia,households,2019,951.328
2116,Ireland,households,2019,"2,881.473"
2117,Greece,households,2019,"4,113.967"
2118,Spain,households,2019,"14,738.116"
2119,France,households,2019,"39,846.519"
2120,Croatia,households,2019,"2,238.639"
2121,Italy,households,2019,"31,138.335"
2122,Cyprus,households,2019,362.606
2123,Latvia,households,2019,"1,188.007"
2124,Lithuania,households,2019,"1,447.177"
2125,Luxembourg,households,2019,461.264
2126,Hungary,households,2019,"5,676.869"
2127,Malta,households,2019,101.155
2128,Netherlands,households,2019,"9,307.869"
2129,Austria,households,2019,"6,695.287"
2130,Poland,households,2019,"18,196.434"
2131,Portugal,households,2019,"2,891.348"
2132,Romania,households,2019,"7,753.283"
2133,Slovenia,households,2019,"1,057.443"
2134,Slovakia,households,2019,"2,643.412"
2135,Finland,households,2019,"5,631.035"
2136,Sweden,households,2019,"7,363.914"
2137,Iceland,households,2019,454.055
2138,Norway,households,2019,"4,566.238"
2139,United Kingdom,households,2019,"38,134.984"
2140,Montenegro,households,2019,243.959
2141,North Macedonia,households,2019,476.526
2142,Albania,households,2019,504.986
2143,Serbia,households,2019,"2,854.671"
2144,Turkey,households,2019,"21,563.923"
2145,Bosnia and Herzegovina,households,2019,"1,686.605"
2146,Kosovo (under United Nations Security Council Resolution 1244/99),households,2019,586.881
2147,Moldova,households,2019,"1,237.815"
2148,Ukraine,households,2019,"14,015.700"
2149,Georgia,households,2019,"1,300.650"
